ulysses22.tsp,8649.0,30.002,23.3281049479538,10586,0.0,50.94823898474262,8308,0.001,18.46570654498788
gr229.tsp,194536.0,30.0,44.526827238822605,162430,0.003,20.67428418597049,179335,0.012,33.23353293413174
kroD100.tsp,148492.0,30.0,597.3419742650511,26906,0.001,26.354841739457125,28553,0.002,34.089414858645625
kroA100.tsp,174163.0,30.0,718.3582370078001,26991,0.001,26.825486326473076,30472,0.002,43.18203176393196
berlin52.tsp,18891.0,30.0,150.47732696897376,8962,0.001,18.827897109520023,10386,0.0,37.70883054892602
ulysses16.tsp,6859.0,15.939,0.0,9988,0.0,45.61889488263595,7788,0.0,13.544248432716138
eil51.tsp,1071.0,30.0,151.40845070422534,512,0.0,20.187793427230048,591,0.001,38.732394366197184
pcb442.tsp,234975.0,30.001,362.74961597542244,61551,0.005,21.21588089330025,73876,0.018,45.48820355271968
ch150.tsp,48521.0,30.0,643.2751225490196,7784,0.0,19.240196078431374,8914,0.002,36.55024509803921
dsj1000.tsp,5.52745482E8,30.004,2862.243966780152,24630468,0.005,31.998284215684635,25525517,0.029,36.794982852875144
d493.tsp,112720.0,30.001,222.0387406433918,43713,0.001,24.887149305753955,45450,0.008,29.849722872978685
gr202.tsp,73763.0,30.0,83.67280876494024,49899,0.0,24.250498007968126,52615,0.001,31.01344621513944
burma14.tsp,3323.0,1.014,0.0,4048,0.0,21.817634667469154,4003,0.0,20.46343665362624
